CName,CCode,IName,ICode,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Sri Lanka,LKA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,30.527,29.813,29.6582,29.5034,29.3486,29.1938,29.039,28.7522,28.4654,28.1786,27.8918,27.605,26.5498,25.4946,24.4394,23.3842,22.329,21.2428,20.1566,19.0704,17.9842,16.898
Sweden,SWE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,11.4498,11.37,10.539,9.707999,8.876999,8.045999,7.215,7.0502,6.8854,6.7206,6.555799,6.391,6.3152,6.2394,6.1636,6.0878,6.012,6.1152,6.2184,6.3216,6.4248,6.528
United Kingdom,GBR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,31.199,30.999,30.9994,30.9998,31.0002,31.0006,31.001,30.2008,29.4006,28.6004,27.8002,27,26.7696,26.5392,26.3088,26.0784,25.848,25.83,25.812,25.794,25.776,25.758
United States,USA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,58.34541,59.612,57.9556,56.2992,54.6428,52.9864,51.33,49.7042,48.0784,46.4526,44.8268,43.201,42.4946,41.7882,41.08179,40.37539,39.669,37.9354,36.2018,34.4682,32.7346,31.001
Zambia,ZMB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,111.5058,116.046,121.2252,126.4044,131.5836,136.7628,141.942,144.948,147.954,150.96,153.966,156.972,153.5224,150.0728,146.6232,143.1736,139.724,136.8596,133.9952,131.1308,128.2664,125.402
Bangladesh,BGD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,204.0906,200.074,196.008,191.942,187.876,183.81,179.744,175.8942,172.0444,168.1946,164.3448,160.495,157.0888,153.6826,150.2764,146.8702,143.464,139.8854,136.3068,132.7282,129.1496,125.571
Brazil,BRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,154.5126,151.619,149.6654,147.7118,145.7582,143.8046,141.851,139.9338,138.0166,136.0994,134.1822,132.265,130.2214,128.1778,126.1342,124.0906,122.047,120.2372,118.4274,116.6176,114.8078,112.998
China,CHN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,123.0712,120.811,118.7402,116.6694,114.5986,112.5278,110.457,108.073,105.689,103.305,100.921,98.537,96.5916,94.6462,92.7008,90.7554,88.81,86.324,83.838,81.352,78.866,76.38
Ethiopia,ETH,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,364.3044,364.115,366.0614,368.0078,369.9542,371.9006,373.847,372.7524,371.6578,370.5632,369.4686,368.374,353.3208,338.2676,323.2144,308.1612,293.108,278.0474,262.9868,247.9262,232.8656,217.805
France,FRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,68.18,67.597,68.114,66.516,65.901,65.39,63.349,62.716,62.132,60.836,61.109,60.674,60.047,57.929,56.774,56.175,54.805,55.012,55.348,53.606,NA,NA
Germany,DEU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,76.252,73.721,73.17,71.047,70.112,68.903,66.606,64.381,63.781,62.971,61.667,61.292,60.254,58.163,57.197,55.645,54.73,54.204,53.674,52.701,52.326,NA
India,IND,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,235.1996,231.984,228.0766,224.1692,220.2618,216.3544,212.447,208.241,204.035,199.829,195.623,191.417,187.3294,183.2418,179.1542,175.0666,170.979,168.3982,165.8174,163.2366,160.6558,158.075
Indonesia,IDN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,195.0624,190.361,186.1756,181.9902,177.8048,173.6194,169.434,165.7142,161.9944,158.2746,154.5548,150.835,147.5324,144.2298,140.9272,137.6246,134.322,131.6972,129.0724,126.4476,123.8228,121.198
"Iran, Islamic Rep.",IRN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,177.9458,171.401,165.5694,159.7378,153.9062,148.0746,142.243,136.8716,131.5002,126.1288,120.7574,115.386,110.9452,106.5044,102.0636,97.6228,93.182,91.1268,89.0716,87.0164,84.9612,82.906
Israel,ISR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,68.754,68.31,63.981,63.999,60.843,60.177,58.07,56.379,56.745,54.71,53.654,54.033,51.974,48.71,49.556,47.474,47.154,45.102,45.293,NA,NA,NA
Japan,JPN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,52.988,52.52,51.487,49.952,51.706,49.148,48.685,48.959,48.871,47.608,46.392,45.287,44.905,45.213,45.03,44.338,43.316,42.833,41.835,NA,NA,NA
Nigeria,NGA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,360.1832,360.324,363.8006,367.2772,370.7538,374.2304,377.707,380.9134,384.1198,387.3262,390.5326,393.739,389.4394,385.1398,380.8402,376.5406,372.241,368.1008,363.9606,359.8204,355.6802,351.54
Pakistan,PAK,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,191.9458,189.302,187.2966,185.2912,183.2858,181.2804,179.275,177.5564,175.8378,174.1192,172.4006,170.682,169.1234,167.5648,166.0062,164.4476,162.889,161.4046,159.9202,158.4358,156.9514,155.467
Saudi Arabia,SAU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,118.7656,112.521,109.4866,106.4522,103.4178,100.3834,97.349,94.7856,92.2222,89.6588,87.0954,84.532,82.3564,80.1808,78.0052,75.8296,73.654,72.3866,71.1192,69.8518,68.5844,67.317
Somalia,SOM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,372.7154,376.291,367.9472,359.6034,351.2596,342.9158,334.572,331.985,329.398,326.811,324.224,321.637,318.518,315.399,312.28,309.161,306.042,303.0886,300.1352,297.1818,294.2284,291.275
Sri Lanka,LKA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,119.134,117.461,118.2954,119.1298,119.9642,120.7986,121.633,114.3992,107.1654,99.9316,92.6978,85.464,84.8784,84.2928,83.7072,83.1216,82.536,81.503,80.47,79.437,78.404,77.371
Sweden,SWE,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,64.635,62.527,61.344,61.592,58.91,58.806,56.234,55.923,55.215,56.197,54.839,53.376,52.138,50.588,51.086,49.425,47.542,47.379,46.718,43.111,43.572,NA
United Kingdom,GBR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,75.87,74.181,74.285,72.024,72.535,71.265,69.816,69.202,68.298,67.549,65.796,64.883,64.56,62.104,61.571,60.993,59.945,60.098,58.141,57.475,55.804,NA
United States,USA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,90.63,88.928,89.911,89.41,89.278,86.968,85.238,83.401,83.645,83.253,84.092,83.75,83.425,81.399,81.397,81.169,79.348,78.696,79.044,77.187,NA,NA
Zambia,ZMB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,571.7626,597.669,608.7934,619.9178,631.0422,642.1666,653.291,647.8028,642.3146,636.8264,631.3382,625.85,590.764,555.678,520.592,485.506,450.42,416.0222,381.6244,347.2266,312.8288,278.431
Bangladesh,BGD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,191.833,190.084,188.4556,186.8272,185.1988,183.5704,181.942,180.4908,179.0396,177.5884,176.1372,174.686,173.4514,172.2168,170.9822,169.7476,168.513,166.0876,163.6622,161.2368,158.8114,156.386
Brazil,BRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,285.616,283.624,280.2902,276.9564,273.6226,270.2888,266.955,263.8716,260.7882,257.7048,254.6214,251.538,247.2472,242.9564,238.6656,234.3748,230.084,227.4808,224.8776,222.2744,219.6712,217.068
China,CHN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,170.364,168.932,167.558,166.184,164.81,163.436,162.062,155.8416,149.6212,143.4008,137.1804,130.96,128.5424,126.1248,123.7072,121.2896,118.872,115.7386,112.6052,109.4718,106.3384,103.205
Ethiopia,ETH,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,411.1348,409.345,407.258,405.171,403.084,400.997,398.91,394.5572,390.2044,385.8516,381.4988,377.146,363.9054,350.6648,337.4242,324.1836,310.943,300.3134,289.6838,279.0542,268.4246,257.795
France,FRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,165.855,163.613,162.322,159.798,156.329,152.083,146.035,143.122,141.196,138.397,138.43,136.778,134.939,126.867,126.63,123.292,120.74,118.229,118.351,115.594,NA,NA
Germany,DEU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,157.366,152.849,149.754,147.17,143.494,139.574,134.196,128.289,125.598,124.083,120.396,119.159,117.623,112.196,109.984,106.923,104.142,102.288,101.461,99.738,96.404,NA
India,IND,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,287.6902,287.653,285.3606,283.0682,280.7758,278.4834,276.191,273.98,271.769,269.558,267.347,265.136,262.9798,260.8236,258.6674,256.5112,254.355,251.242,248.129,245.016,241.903,238.79
Indonesia,IDN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,256.339,251.431,246.936,242.441,237.946,233.451,228.956,224.8486,220.7412,216.6338,212.5264,208.419,204.6728,200.9266,197.1804,193.4342,189.688,186.9214,184.1548,181.3882,178.6216,175.855
"Iran, Islamic Rep.",IRN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,242.5602,206.155,201.793,197.431,193.069,188.707,184.345,181.9222,179.4994,177.0766,174.6538,172.231,171.1218,170.0126,168.9034,167.7942,166.685,164.0104,161.3358,158.6612,155.9866,153.312
Israel,ISR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,109.885,112.412,107.738,108.014,107.504,103.234,103.223,105.593,99.139,102.583,98.348,98.073,92.804,90.851,89.188,87.052,84.333,83.728,78.556,NA,NA,NA
Japan,JPN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,107.084,106.404,104.62,101.047,102.291,98.432,97.419,100.427,101.673,98.301,96.614,94.862,95.879,92.435,92.669,89.666,87.381,85.643,84.85,NA,NA,NA
Nigeria,NGA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,412.8558,413.039,413.8884,414.7378,415.5872,416.4366,417.286,419.2772,421.2684,423.2596,425.2508,427.242,421.8498,416.4576,411.0654,405.6732,400.281,396.8744,393.4678,390.0612,386.6546,383.248
Pakistan,PAK,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,216.1708,214.336,212.789,211.242,209.695,208.148,206.601,205.173,203.745,202.317,200.889,199.461,198.2128,196.9646,195.7164,194.4682,193.22,192.4344,191.6488,190.8632,190.0776,189.292
Saudi Arabia,SAU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,167.9728,162.932,157.6798,152.4276,147.1754,141.9232,136.671,132.2808,127.8906,123.5004,119.1102,114.72,111.0602,107.4004,103.7406,100.0808,96.421,94.9794,93.5378,92.0962,90.6546,89.213
Somalia,SOM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,431.9592,435.902,427.4168,418.9316,410.4464,401.9612,393.476,390.6664,387.8568,385.0472,382.2376,379.428,375.9492,372.4704,368.9916,365.5128,362.034,359.7128,357.3916,355.0704,352.7492,350.428
Sri Lanka,LKA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,255.0186,251.111,257.7962,264.4814,271.1666,277.8518,284.537,271.2876,258.0382,244.7888,231.5394,218.29,214.4806,210.6712,206.8618,203.0524,199.243,197.4102,195.5774,193.7446,191.9118,190.079
Sweden,SWE,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,115.108,107.175,106.113,102.586,99.463,94.49,93.204,90.341,89.999,87.19,87.964,84.692,82.362,81.891,79.633,77.774,77.59,75.892,74.486,71.854,70.81,NA
United Kingdom,GBR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,126.818,122.781,122.658,118.152,118.784,117.035,114.383,113.596,112.351,108.373,107.282,105.974,103.796,99.613,97.483,99.529,97.508,96.795,94.366,91.232,87.468,NA
United States,USA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,170.638,168.359,169.998,168.846,166.788,157.77,149.188,145.251,144.537,143.763,144.198,144.426,143.705,140.467,141.797,141.47,138.446,136.775,134.935,131.902,NA,NA
Zambia,ZMB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,590.4368,609.675,616.5738,623.4726,630.3714,637.2702,644.169,637.5074,630.8458,624.1842,617.5226,610.861,580.3818,549.9026,519.4234,488.9442,458.465,433.4528,408.4406,383.4284,358.4162,333.404
Bangladesh,BGD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.218,33.332,32.461,31.613,30.79,29.996,29.226,28.478,27.748,27.028,26.307,25.581,24.855,24.135,23.442,22.8,22.225,21.725,21.298,20.934,20.614,20.311
Brazil,BRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.513,22.963,22.526,22.192,21.943,21.754,21.586,21.401,21.173,20.867,20.459,19.954,19.372,18.729,18.061,17.411,16.818,16.309,15.896,15.576,15.332,15.129
China,CHN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.68,18.27,18.09,17.7,17.12,16.98,16.57,15.64,14.64,14.03,13.38,12.86,12.41,12.29,12.4,12.09,12.1,12.14,12.13,11.9,11.93,12.1
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.192,46.927,46.686,46.456,46.206,45.898,45.5,44.988,44.356,43.6,42.727,41.771,40.77,39.752,38.753,37.801,36.911,36.092,35.351,34.689,34.095,33.545
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.2,13.1,13,12.5,12.8,12.8,12.7,12.8,12.9,13.3,13.1,12.9,12.8,12.8,12.8,13.1,12.8,12.9,12.8,12.9,12.6,12.6
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.4,10,9.8,9.5,9.4,9.7,9.9,9.6,9.4,9.3,8.9,8.7,8.6,8.6,8.3,8.2,8.3,8.3,8.1,8.3,8.1,8.4
India,IND,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.123,29.55,28.983,28.43,27.901,27.402,26.93,26.481,26.049,25.622,25.186,24.73,24.253,23.757,23.259,22.779,22.335,21.937,21.589,21.281,20.999,20.723
Indonesia,IDN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,25.247,24.645,24.056,23.486,22.955,22.49,22.111,21.827,21.633,21.521,21.477,21.468,21.465,21.444,21.376,21.241,21.037,20.767,20.435,20.051,19.633,19.204
"Iran, Islamic Rep.",IRN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.12,29.114,27.195,25.415,23.816,22.418,21.207,20.174,19.325,18.672,18.228,17.976,17.89,17.937,18.084,18.3,18.551,18.795,18.995,19.11,19.112,19.003
Israel,ISR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.4,21.5,21.3,21.2,21.1,21.3,21.4,21.9,21.5,21.7,21.2,21.2,21.7,21.3,20.8,21,21.1,21.5,21.5,21.8,21.4,21.6
Japan,JPN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,9.8,9.6,10,9.54,9.6,9.5,9.6,9.3,9.4,9.3,9.3,9.2,8.693604565,8.413292219,8.65,8.63,8.7,8.5,8.5,8.3,8.2
Nigeria,NGA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.879,43.687,43.523,43.387,43.277,43.187,43.112,43.044,42.978,42.909,42.833,42.751,42.662,42.565,42.464,42.364,42.267,42.169,42.063,41.933,41.76,41.532
Pakistan,PAK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,39.555,38.728,37.898,37.079,36.249,35.369,34.409,33.368,32.273,31.192,30.205,29.375,28.735,28.287,27.994,27.794,27.605,27.364,27.045,26.644,26.182,25.704
Saudi Arabia,SAU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.778,33.903,33.073,32.283,31.508,30.717,29.883,28.997,28.065,27.112,26.174,25.29,24.487,23.776,23.158,22.62,22.135,21.675,21.224,20.774,20.321,19.864
Somalia,SOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,48.793,49.111,49.392,49.617,49.754,49.77,49.659,49.426,49.084,48.668,48.223,47.791,47.401,47.065,46.774,46.503,46.216,45.887,45.512,45.095,44.652,44.204
Sri Lanka,LKA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.214,19.862,19.545,19.259,19.009,18.801,18.645,18.542,18.486,18.472,18.49,18.527,18.57,18.606,18.631,18.641,18.636,18.614,18.566,18.477,18.332,18.127
Sweden,SWE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.3,14,13.5,12.6,11.7,10.8,10.1,10,9.9,10.2,10.3,10.7,11.1,11.2,11.2,11.7,11.7,11.9,12,12.3,11.8,11.9
United Kingdom,GBR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.8,13.6,13.2,13,12.6,12.6,12.5,12.3,11.9,11.5,11.3,11.3,11.7,11.9,12,12.3,12.6,12.9,12.7,12.9,12.8,12.8
United States,USA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.2,15.8,15.4,15,14.6,14.4,14.2,14.3,14.2,14.4,14.1,14,14.1,14,14,14.3,14.3,14,13.5,13,12.7,12.6
Zambia,ZMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.967,44.107,44.319,44.582,44.866,45.133,45.348,45.484,45.527,45.465,45.3,45.059,44.771,44.456,44.145,43.867,43.636,43.454,43.32,43.217,43.119,42.995
Bangladesh,BGD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.728,9.401,9.083,8.775,8.479,8.196,7.93,7.681,7.451,7.239,7.046,6.871,6.711,6.564,6.43,6.308,6.195,6.091,5.994,5.903,5.817,5.736
Brazil,BRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.895,6.793,6.705,6.629,6.565,6.512,6.469,6.434,6.407,6.385,6.367,6.354,6.343,6.336,6.332,6.332,6.337,6.348,6.364,6.386,6.412,6.443
China,CHN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.7,6.64,6.64,6.49,6.57,6.56,6.51,6.5,6.46,6.45,6.43,6.41,6.4,6.42,6.51,6.81,6.93,7.06,7.08,7.11,7.14,7.2
Ethiopia,ETH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,17.867,17.516,17.146,16.751,16.326,15.873,15.398,14.907,14.401,13.876,13.323,12.744,12.144,11.533,10.926,10.342,9.794,9.294,8.848,8.461,8.128,7.838
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.2,9.2,9.2,9.1,9.1,9.1,9.1,9.1,9.1,8.9,8.8,8.8,9.1,8.3,8.5,8.3,8.3,8.5,8.5,8.5,8.4,8.7
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.4,11,11.1,10.9,10.8,10.8,10.5,10.4,10.3,10.2,10.1,10.2,10.3,9.9,10.1,10,10.1,10.3,10.4,10.5,10.4,10.8
India,IND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.391,10.226,10.056,9.882,9.706,9.532,9.361,9.198,9.043,8.898,8.76,8.63,8.506,8.389,8.283,8.19,8.111,8.049,8.002,7.969,7.949,7.937
Indonesia,IDN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.689,7.545,7.411,7.288,7.175,7.074,6.985,6.909,6.843,6.786,6.735,6.687,6.642,6.596,6.55,6.502,6.454,6.407,6.362,6.323,6.289,6.264
"Iran, Islamic Rep.",IRN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.901,6.427,6.053,5.775,5.581,5.456,5.378,5.327,5.289,5.258,5.234,5.222,5.226,5.24,5.258,5.276,5.289,5.294,5.288,5.273,5.248,5.218
Israel,ISR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.5,6.4,6.6,6.5,6.3,6.1,6.2,6.2,6.1,6,5.8,5.8,5.8,5.6,5.6,5.5,5.6,5.4,5.2,5.2,5.3,5.3
Japan,JPN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.7,6.9,7.1,7.1,7.41,7.1,7.3,7.5,7.8,7.7,7.7,8.1,8.4,8.050859795,8.530753759,8.53,8.71,9.1,9.1,9.5,9.9,10
Nigeria,NGA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,18.358,18.324,18.284,18.236,18.177,18.105,18.017,17.909,17.774,17.6,17.374,17.092,16.758,16.379,15.971,15.551,15.139,14.749,14.389,14.061,13.762,13.479
Pakistan,PAK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.835,9.616,9.405,9.203,9.007,8.813,8.618,8.421,8.223,8.031,7.853,7.694,7.558,7.447,7.359,7.288,7.229,7.175,7.124,7.074,7.025,6.98
Saudi Arabia,SAU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.983,4.849,4.73,4.619,4.515,4.414,4.315,4.218,4.122,4.026,3.928,3.832,3.738,3.649,3.566,3.491,3.426,3.37,3.326,3.292,3.268,3.252
Somalia,SOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,19.945,19.896,19.643,19.187,18.571,17.864,17.16,16.532,16.011,15.608,15.308,15.062,14.829,14.595,14.351,14.094,13.83,13.566,13.302,13.037,12.774,12.515
Sri Lanka,LKA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.571,6.693,6.866,7.075,7.279,7.422,7.466,7.395,7.217,6.969,6.706,6.49,6.362,6.336,6.404,6.537,6.69,6.822,6.923,6.986,7.017,7.037
Sweden,SWE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11,11.1,11.1,10.3,11,10.6,10.5,10.5,10.7,10.5,10.5,10.6,10.4,10.1,10.2,10,10,9.9,9.7,9.6,9.5,9.7
United Kingdom,GBR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.3,11,11.4,10.8,11.1,10.9,10.8,10.8,10.8,10.3,10.2,10.2,10.2,9.7,9.6,9.4,9.4,9.4,9,9,8.7,8.9
United States,USA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.6,8.5,8.8,8.8,8.8,8.8,8.7,8.6,8.64,8.7,8.5,8.5,8.44,8.34,8.26,8.1,8,8.2,8.4,8,8.066,8.1
Zambia,ZMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,19.296,19.757,20.164,20.494,20.717,20.809,20.761,20.572,20.241,19.768,19.159,18.438,17.639,16.788,15.914,15.04,14.181,13.356,12.582,11.874,11.24,10.669
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.53182927,61.06214634,61.60041463,62.14517073,62.69387805,63.24207317,63.7837561,64.31343902,64.82658537,65.31973171,65.79034146,66.23990244,66.67092683,67.08597561,67.48956098,67.88726829,68.28314634,68.68070732,69.08192683,69.48580488,69.89180488,70.29485366
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.90997561,67.30573171,67.70080488,68.09465854,68.48273171,68.86195122,69.23121951,69.58746341,69.92968293,70.25739024,70.56965854,70.86956098,71.15960976,71.44178049,71.71853659,71.99178049,72.26290244,72.53387805,72.80417073,73.07531707,73.34736585,73.61787805
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.66131707,69.832,69.99065854,70.14782927,70.32917073,70.56282927,70.86390244,71.23487805,71.66870732,72.14073171,72.61978049,73.06960976,73.46509756,73.79370732,74.05390244,74.25631707,74.42407317,74.57982927,74.73163415,74.88502439,75.042,75.1995122
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.34612195,47.76246341,48.21795122,48.71807317,49.25834146,49.82621951,50.40668293,50.99663415,51.601,52.24114634,52.94695122,53.73487805,54.60885366,55.56134146,56.57180488,57.61521951,58.65365854,59.65626829,60.60014634,61.46795122,62.25285366,62.96595122
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,82.56585366
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3195122,75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.74146341,80.89268293
